Date,AAPL,MSFT,AAL,WMT,MMM,AIG,GOOGL,AMD,BLK,KO,GE,GM,INTC,JNJ,JPM,CMCSA,MA,MCD,NDAQ,PFE
2012-01-31,13.939233779907227,23.79706573486328,7.956736087799072,48.35087966918945,64.54236602783203,20.694074630737305,290.3453369140625,6.710000038146973,140.0294647216797,24.497182846069336,112.95223236083984,18.564908981323242,19.952789306640625,49.36738204956055,28.18210792541504,11.131307601928711,33.38982391357422,73.54949188232422,21.027185440063477,13.983192443847656
2012-02-29,16.564138412475586,25.74640464782715,6.985714912414551,46.55426788330078,65.64503479003906,24.081274032592773,309.4344482421875,7.349999904632568,153.10919189453125,25.342426300048828,116.02200317382812,20.11069679260254,20.462406158447266,49.176273345947266,29.64787483215332,12.316469192504883,39.44011688232422,74.23809814453125,22.368980407714844,13.950186729431152
2012-03-30,18.308067321777344,26.168210983276367,7.155407428741455,48.547576904296875,66.85149383544922,25.408138275146484,320.9409484863281,8.020000457763672,158.8505096435547,27.04449462890625,122.23419952392578,19.824724197387695,21.406354904174805,49.84122085571289,34.740291595458984,12.567742347717285,39.490821838378906,73.355712890625,21.995319366455078,14.953702926635742
2012-04-30,17.832624435424805,25.973529815673828,9.672528266906738,46.73101806640625,66.96392059326172,28.045373916625977,302.72772216796875,7.360000133514404,148.5240936279297,27.888612747192383,119.2499008178711,17.77655792236328,21.6195068359375,49.191375732421875,32.68621063232422,12.779539108276367,42.49953842163086,72.86967468261719,20.86582374572754,15.118752479553223
2012-05-31,17.641769409179688,23.833295822143555,12.463042259216309,52.56676483154297,63.6926155090332,24.048311233520508,290.7207336425781,6.079999923706055,132.41412353515625,27.307584762573242,116.26560974121094,17.158239364624023,19.813295364379883,47.63309097290039,25.210512161254883,12.17319393157959,38.199501037597656,67.32833099365234,18.581371307373047,14.581819534301758
2012-06-29,17.833232879638672,24.976383209228516,12.56674575805664,55.681461334228516,67.60877227783203,26.44654083251953,290.3253173828125,5.730000019073486,132.86228942871094,28.767030715942383,128.364501953125,15.241467475891113,20.43437957763672,51.54719161987305,27.172590255737305,13.532742500305176,40.41718292236328,66.71788787841797,19.368196487426758,15.335253715515137
2012-07-31,18.650379180908203,24.06191635131836,10.803816795349121,59.44308090209961,68.8387222290039,25.770753860473633,316.8017883300781,4.059999942779541,133.20651245117188,29.727279663085938,127.81017303466797,15.233731269836426,19.705944061279297,52.81374740600586,27.60621452331543,13.778252601623535,41.05210494995117,67.3433837890625,19.393823623657227,16.028671264648438
2012-08-31,20.40122413635254,25.330881118774414,10.049625396728516,58.29513168334961,70.31755828857422,28.292613983154297,342.88787841796875,3.7200000286102295,139.16517639160156,27.519821166992188,127.563720703125,16.501283645629883,19.205642700195312,51.91550827026367,28.480405807495117,14.193081855773926,39.766658782958984,67.97209167480469,19.539060592651367,16.055593490600586
2012-09-28,20.45826530456543,24.459671020507812,9.86107349395752,59.25870132446289,70.18087768554688,27.023441314697266,377.62762451171875,3.369999885559082,140.68807983398438,28.099506378173828,140.95108032226562,17.583332061767578,17.527179718017578,53.054996490478516,31.04164695739746,15.128564834594727,42.45412826538086,69.6886978149414,20.00783348083496,16.72176742553711
2012-10-31,18.256956100463867,23.456958770751953,11.482590675354004,60.23830032348633,66.52072143554688,28.78709602355957,340.490478515625,2.049999952316284,149.66748046875,27.543882369995117,130.7102508544922,19.70878791809082,16.730485916137695,54.52553176879883,32.197906494140625,15.959038734436035,43.6456413269043,65.92891693115234,20.428770065307617,16.735225677490234
2012-11-30,18.031030654907227,22.058692932128906,12.151939392089844,57.829429626464844,69.52255249023438,27.303651809692383,349.5345458984375,2.200000047683716,156.66517639160156,28.28484344482422,131.14471435546875,20.002487182617188,15.293085098266602,54.16107177734375,31.734413146972656,15.818717002868652,46.27330017089844,66.70486450195312,20.815357208251953,16.987403869628906
2012-12-31,16.39484405517578,22.13327407836914,12.727008819580078,55.09021759033203,70.97491455078125,29.092025756835938,354.0440368652344,2.4000000953674316,164.35369873046875,27.039182662963867,131.46466064453125,22.28252410888672,16.11361312866211,54.44845199584961,33.966949462890625,15.957074165344238,46.51950454711914,67.60151672363281,21.58736801147461,17.02814292907715
