Date,AAPL,MSFT,AAL,WMT,MMM,AIG,GOOGL,AMD,BLK,KO,GE,GM,INTC,JNJ,JPM,CMCSA,MA,MCD,NDAQ,PFE
2010-01-29,5.864811420440674,21.670124053955078,5.005956649780273,40.05824661254883,56.93577575683594,16.563718795776367,265.2352294921875,7.460000038146973,155.8506622314453,18.543256759643555,91.2332992553711,,13.726318359375,43.88152313232422,28.483457565307617,6.374338150024414,23.358943939208984,43.57503890991211,15.277823448181152,11.227943420410156
2010-02-26,6.248349189758301,22.1500244140625,6.9102959632873535,40.53807067871094,57.067588806152344,16.932865142822266,263.6636657714844,7.909999847412109,159.4805145263672,18.020288467407227,91.68863677978516,,14.642037391662598,44.31576919555664,30.699806213378906,6.619967937469482,20.972566604614258,44.9449577331543,15.821340560913086,10.659772872924805
2010-03-31,7.17604398727417,22.6290225982666,6.929149627685547,41.92011260986328,59.5026741027832,23.33823013305664,283.8438415527344,9.270000457763672,159.46044921875,18.953474044799805,103.90617370605469,,15.897274017333984,45.86329650878906,32.733306884765625,7.582360744476318,23.7421817779541,46.96517562866211,17.935943603515625,10.416812896728516
2010-04-30,7.972736358642578,23.594762802124023,6.665182590484619,40.44236373901367,63.13393783569336,26.592191696166992,263.11309814453125,9.069999694824219,134.7388153076172,18.41933822631836,107.6741714477539,,16.289535522460938,45.230228424072266,31.180845260620117,8.001179695129395,23.19853401184082,49.689327239990234,17.83403968811035,10.155634880065918
2010-05-31,7.844178676605225,20.022642135620117,8.324407577514648,38.34161376953125,56.82456970214844,24.185903549194336,243.0580596923828,8.569999694824219,122.93452453613281,17.7128849029541,93.34427642822266,,15.384535789489746,41.38425064086914,28.983989715576172,7.321259021759033,18.871021270751953,47.466270446777344,15.787367820739746,9.348102569580078
2010-06-30,7.680810928344727,17.85740852355957,8.1170015335083,36.4533576965332,56.59531021118164,23.54330825805664,222.69769287109375,7.320000171661377,105.6495590209961,17.417905807495117,82.8483657836914,,13.969615936279297,41.923744201660156,26.809091567993164,7.029867649078369,18.661516189575195,46.75643539428711,15.099489212036133,8.752724647521973
2010-07-30,7.8554768562316895,20.03040885925293,10.228743553161621,38.81937789916992,61.288291931152344,26.298233032226562,242.66766357421875,7.489999771118164,116.03035736083984,19.15204429626465,92.61548614501953,,14.79558277130127,41.23517990112305,29.53692054748535,7.922186374664307,19.659273147583008,49.49638748168945,16.534704208374023,9.20693302154541
2010-08-31,7.423389434814453,18.311561584472656,8.522382736206055,38.24502944946289,56.633636474609375,23.194677352905273,225.2352294921875,5.610000133514404,105.32210540771484,19.419645309448242,83.19308471679688,,12.787976264953613,40.857357025146484,26.66242790222168,6.957853317260742,18.566043853759766,52.24847412109375,15.209888458251953,9.874262809753418
2010-09-30,8.664690971374512,19.10737419128418,8.720356941223145,40.82317352294922,62.51690673828125,26.728904724121094,263.1581726074219,7.110000133514404,126.31977844238281,20.491172790527344,94.0531234741211,,13.895252227783203,44.39707946777344,27.909015655517578,7.356607913970947,20.965890884399414,53.285465240478516,16.500732421875,10.65626049041748
2010-10-29,9.190832138061523,20.808237075805664,11.114919662475586,41.31897735595703,60.72164535522461,28.71819305419922,307.15716552734375,7.340000152587891,126.86881256103516,21.47161293029785,92.72187805175781,,14.510409355163574,45.67253875732422,27.629297256469727,8.43917465209961,22.484180450439453,55.61682891845703,17.927453994750977,10.811417579650879
2010-11-30,9.501385688781738,19.829238891601562,10.520995140075684,41.257957458496094,60.92832946777344,28.226001739501953,278.1331481933594,7.289999961853027,120.94051361083984,22.272258758544922,91.62220764160156,26.43297004699707,15.433609962463379,44.48283004760742,27.460432052612305,8.1978178024292,22.20037841796875,56.43415832519531,18.23318099975586,10.220905303955078
2010-12-31,9.849807739257812,21.909502029418945,9.436841011047363,41.36341094970703,62.611507415771484,39.38924789428711,297.28228759765625,8.180000305175781,142.27684020996094,23.18896484375,106.69488525390625,28.488861083984375,15.338801383972168,44.69965362548828,31.146289825439453,8.987330436706543,20.99028778076172,55.324214935302734,20.1524658203125,10.979630470275879
2011-01-31,10.361598014831543,21.76820182800293,9.351997375488281,43.00473403930664,63.786834716796875,33.25392150878906,300.48046875,7.829999923706055,147.83106994628906,22.15943717956543,117.48681640625,28.202898025512695,15.65242862701416,43.196407318115234,33.03447341918945,9.346823692321777,22.166120529174805,53.09711456298828,20.789392471313477,11.424834251403809
2011-02-28,10.785744667053223,20.988771438598633,8.1170015335083,39.86778259277344,67.31621551513672,30.542510986328125,307.00701904296875,9.210000038146973,152.2880096435547,22.536701202392578,122.88154602050781,25.91512680053711,15.79230785369873,44.804908752441406,34.320858001708984,10.583481788635254,22.545690536499023,54.991825103759766,24.29676055908203,12.191289901733398
2011-03-31,10.642227172851562,20.04909324645996,8.21127986907959,40.20128631591797,68.2431640625,28.960163116455078,293.6736755371094,8.600000381469727,151.108154296875,23.559524536132812,117.77129364013672,23.982891082763672,14.843441009521484,43.207855224609375,33.88716506958008,10.156195640563965,23.591630935668945,55.28973388671875,21.94436264038086,12.869287490844727
2011-04-29,10.691692352294922,20.467599868774414,8.56951904296875,42.46430587768555,70.95098114013672,25.671857833862305,272.32232666015625,9.100000381469727,147.29676818847656,23.957279205322266,120.12084197998047,24.802156448364258,17.028026580810547,47.92610168457031,33.723567962646484,10.816844940185547,25.871644973754883,56.90287399291992,23.031394958496094,13.28748607635498
2011-05-31,10.621459007263184,19.878480911254883,8.578947067260742,42.93186950683594,69.29147338867188,23.487895965576172,264.7747802734375,8.680000305175781,154.52857971191406,23.726442337036133,115.36298370361328,24.58574867248535,16.68729019165039,49.49659729003906,31.95720100402832,10.416529655456543,26.918169021606445,59.69164276123047,21.67261505126953,13.723210334777832
2011-06-30,10.250136375427246,20.665346145629883,8.399824142456055,41.31472396850586,69.63654327392578,24.163684844970703,253.4434356689453,6.989999771118164,145.19239807128906,24.069908142089844,111.69241333007812,23.46505355834961,16.427833557128906,48.930206298828125,30.25734519958496,10.457801818847656,28.258207321166992,61.72671890258789,21.485774993896484,13.179402351379395
2011-07-29,11.923834800720215,21.778100967407227,5.882706642150879,40.98041534423828,63.97604751586914,23.652725219726562,302.14715576171875,7.340000152587891,135.08700561523438,24.327463150024414,106.06632995605469,21.39369773864746,16.553855895996094,47.65767288208008,30.078893661499023,9.957438468933105,28.45082664489746,63.3079948425293,20.441204071044922,12.315701484680176
2011-08-31,11.751304626464844,21.27568244934082,5.269925117492676,41.65275955200195,61.33259201049805,20.875383377075195,270.7507629394531,6.829999923706055,125.74434661865234,25.200258255004883,96.59080505371094,18.5726318359375,15.068626403808594,48.83181381225586,27.929861068725586,8.916925430297852,30.933298110961914,66.63265991210938,20.118497848510742,12.278326034545898
2011-09-30,11.644124984741211,19.90796661376953,5.185077667236328,40.64257049560547,53.06178665161133,18.089801788330078,257.77777099609375,5.079999923706055,112.96771240234375,24.33131980895996,91.00011444091797,15.596990585327148,15.974394798278809,47.265926361083984,22.397432327270508,8.672340393066406,29.755868911743164,64.72379302978516,19.651412963867188,11.437350273132324
2011-10-31,12.360506057739258,21.299684524536133,5.439619064331055,44.41707992553711,58.40565872192383,20.347930908203125,296.6166076660156,5.829999923706055,120.43224334716797,24.605031967163086,99.90879821777344,19.979305267333984,18.369802474975586,47.785400390625,26.07529067993164,9.773941993713379,32.59385299682617,68.43094635009766,21.27346420288086,12.459466934204102
2011-11-30,11.67099380493164,20.61391830444336,4.449740886688232,46.12423324584961,60.321922302246094,19.21062660217285,299.9949951171875,5.690000057220459,131.30845642089844,24.388362884521484,95.1256103515625,16.454910278320312,18.812410354614258,48.476043701171875,23.232227325439453,9.448841094970703,35.15732192993164,70.92829132080078,22.292545318603516,13.114147186279297
2011-12-30,12.367225646972656,20.920148849487305,4.779699802398682,47.0900993347168,60.83552169799805,19.11997413635254,323.2732849121094,5.400000095367432,137.13665771484375,25.3823184967041,108.12263488769531,15.666556358337402,18.313976287841797,49.12019348144531,24.94256591796875,9.92939567565918,34.99493408203125,74.49996185302734,20.814876556396484,14.140012741088867
