Date,AAPL,MSFT,AAL,WMT,MMM,AIG,GOOGL,AMD,BLK,KO,GE,GM,INTC,JNJ,JPM,CMCSA,MA,MCD,MRNA,PFE
2021-03-31,121.25013732910156,233.32164001464844,23.899999618530273,133.26034545898438,184.6226348876953,45.140384674072266,2062.52001953125,78.5,738.8405151367188,51.13294219970703,104.6927719116211,57.459999084472656,61.798126220703125,160.2806854248047,147.58509826660156,52.835227966308594,353.8051452636719,219.25152587890625,130.9499969482422,34.97914123535156
2021-04-30,130.49156188964844,249.56121826171875,21.719999313354492,137.26315307617188,188.89613342285156,47.32854080200195,2353.5,81.62000274658203,802.8702392578125,52.36494827270508,104.613037109375,57.220001220703125,55.55072021484375,158.70079040527344,149.9951629638672,55.07843780517578,380.10186767578125,230.93112182617188,178.82000732421875,37.31559371948242
2021-05-31,123.9021224975586,247.65771484375,24.239999771118164,139.89028930664062,195.98104858398438,51.616920471191406,2356.85009765625,80.08000183105469,859.4522705078125,53.6357536315918,112.10818481445312,59.310001373291016,55.494529724121094,166.0891571044922,160.1664581298828,56.2457275390625,358.7319641113281,230.05245971679688,185.00999450683594,37.76128005981445
2021-06-30,136.1819610595703,268.70587158203125,21.209999084472656,138.8955078125,191.72438049316406,46.786014556884766,2441.7900390625,93.93000030517578,861.4328002929688,52.88657760620117,107.40572357177734,59.16999816894531,54.542415618896484,161.66339111328125,151.68223571777344,55.931827545166016,363.2188720703125,227.20005798339844,234.97999572753906,38.18052673339844
2021-07-30,145.03138732910156,282.6023864746094,20.3799991607666,140.40243530273438,191.058349609375,46.54029083251953,2694.530029296875,106.19000244140625,853.7535400390625,55.74055480957031,103.33612060546875,56.84000015258789,52.1912841796875,168.98406982421875,148.86843872070312,57.95530319213867,384.4143371582031,238.72776794433594,353.6000061035156,42.11726760864258
2021-08-31,151.1936798095703,300.0082092285156,19.940000534057617,146.40560913085938,189.40451049804688,53.62699508666992,2893.949951171875,110.72000122070312,928.6958618164062,55.036834716796875,105.14151000976562,49.0099983215332,52.862911224365234,170.9062957763672,156.8817138671875,59.777793884277344,344.8612976074219,234.84437561035156,376.69000244140625,45.32451629638672
2021-09-30,140.90696716308594,280.1719665527344,20.520000457763672,137.78536987304688,170.6138153076172,54.27041244506836,2673.52001953125,102.9000015258789,829.2872924804688,51.67070770263672,102.84748077392578,52.709999084472656,52.10018539428711,159.42567443847656,160.5499725341797,55.098419189453125,346.3055419921875,238.45416259765625,384.8599853515625,42.314029693603516
2021-10-29,149.17218017578125,329.5638122558594,19.200000762939453,147.71051025390625,173.78451538085938,58.423004150390625,2960.919921875,120.2300033569336,932.9160766601562,55.511295318603516,104.6842269897461,54.43000030517578,47.914955139160156,160.78794860839844,167.63514709472656,50.88938903808594,334.61590576171875,242.84527587890625,345.2099914550781,43.032222747802734
2021-11-30,164.84747314453125,329.1412353515625,17.690000534057617,139.02108764648438,166.7271270751953,52.00625991821289,2837.949951171875,158.3699951171875,894.5003051757812,52.05155563354492,94.82172393798828,57.869998931884766,48.445098876953125,154.93544006347656,156.72193908691406,49.45463180541992,314.0714111328125,243.24684143066406,352.42999267578125,53.32456588745117
2021-12-31,177.08387756347656,334.84613037109375,17.959999084472656,143.6105194091797,174.1692657470703,56.54924011230469,2897.0400390625,143.89999389648438,909.5035400390625,58.76020050048828,94.38521575927734,58.630001068115234,50.709808349609375,169.9788818359375,156.24832153320312,49.80095291137695,358.3517761230469,266.5870056152344,253.97999572753906,58.60441970825195
2022-01-31,174.301513671875,309.6171875,16.469999313354492,138.76693725585938,162.7854461669922,57.43437194824219,2706.070068359375,114.25,817.4962158203125,60.54652404785156,94.39521026611328,52.72999954223633,48.07093048095703,171.1910858154297,147.5066375732422,49.709449768066406,385.8445129394531,258.01470947265625,169.3300018310547,52.689998626708984
2022-02-28,164.87774658203125,298.095703125,17.25,134.15164184570312,147.1627960205078,60.90530014038086,2701.139892578125,123.33999633789062,738.9691772460938,61.76718521118164,95.42428588867188,46.720001220703125,47.325904846191406,164.57000732421875,140.7566680908203,46.49757385253906,360.3199462890625,244.77000427246094,153.60000610351562,46.939998626708984
2022-03-31,174.3538360595703,307.59356689453125,18.25,148.38064575195312,147.3905029296875,62.77000045776367,2781.35009765625,109.33999633789062,764.1699829101562,62.0,91.5,43.7400016784668,49.17131805419922,177.22999572753906,135.31698608398438,46.5572395324707,356.88470458984375,247.27999877929688,172.25999450683594,51.77000045776367
2022-04-29,157.418701171875,276.8751220703125,18.770000457763672,152.4359130859375,142.77713012695312,58.5099983215332,2282.18994140625,85.5199966430664,624.6799926757812,64.61000061035156,74.55000305175781,37.90999984741211,43.24813461303711,180.4600067138672,119.36000061035156,39.7599983215332,363.3800048828125,249.16000366210938,134.41000366210938,49.06999969482422
