Datetime,Open,High,Low,Close,Adj Close,Volume
2022-06-22 09:30:00-04:00,3733.889892578125,3733.889892578125,3717.68994140625,3720.06005859375,3720.06005859375,0
2022-06-22 09:31:00-04:00,3720.8701171875,3732.669921875,3720.8701171875,3732.6298828125,3732.6298828125,14212584
2022-06-22 09:32:00-04:00,3732.47998046875,3737.10009765625,3732.47998046875,3737.10009765625,3737.10009765625,4994392
2022-06-22 09:33:00-04:00,3736.639892578125,3740.6298828125,3733.330078125,3733.330078125,3733.330078125,20302848
2022-06-22 09:34:00-04:00,3733.080078125,3733.72998046875,3727.8701171875,3731.159912109375,3731.159912109375,9976279
2022-06-22 09:35:00-04:00,3731.429931640625,3732.050048828125,3726.719970703125,3728.35009765625,3728.35009765625,10011419
2022-06-22 09:36:00-04:00,3728.56005859375,3730.1298828125,3728.489990234375,3729.280029296875,3729.280029296875,2326770
2022-06-22 09:37:00-04:00,3731.780029296875,3733.6298828125,3731.030029296875,3733.580078125,3733.580078125,15034136
2022-06-22 09:38:00-04:00,3733.580078125,3735.85009765625,3733.139892578125,3734.409912109375,3734.409912109375,8354378
2022-06-22 09:39:00-04:00,3734.429931640625,3736.080078125,3730.570068359375,3732.1201171875,3732.1201171875,8905734
2022-06-22 09:40:00-04:00,3731.93994140625,3734.3798828125,3731.93994140625,3732.219970703125,3732.219970703125,4259032
2022-06-22 09:41:00-04:00,3727.31005859375,3731.22998046875,3726.419921875,3731.22998046875,3731.22998046875,12738395
2022-06-22 09:42:00-04:00,3731.22998046875,3735.85009765625,3730.6298828125,3735.72998046875,3735.72998046875,6910298
2022-06-22 09:43:00-04:00,3736.179931640625,3736.800048828125,3730.35009765625,3730.449951171875,3730.449951171875,8383824
2022-06-22 09:44:00-04:00,3730.5400390625,3736.969970703125,3730.10009765625,3736.8701171875,3736.8701171875,8433787
2022-06-22 09:45:00-04:00,3736.8701171875,3741.889892578125,3736.8701171875,3739.179931640625,3739.179931640625,9952289
2022-06-22 09:46:00-04:00,3738.89990234375,3739.110107421875,3735.10009765625,3737.679931640625,3737.679931640625,9433928
2022-06-22 09:47:00-04:00,3737.8798828125,3740.179931640625,3736.389892578125,3739.85009765625,3739.85009765625,7569113
2022-06-22 09:48:00-04:00,3740.169921875,3741.860107421875,3740.169921875,3740.8701171875,3740.8701171875,3082472
2022-06-22 09:49:00-04:00,3741.179931640625,3741.56005859375,3740.47998046875,3740.47998046875,3740.47998046875,26007095
2022-06-22 09:50:00-04:00,3740.330078125,3740.330078125,3735.43994140625,3735.43994140625,3735.43994140625,11185103
2022-06-22 09:51:00-04:00,3735.419921875,3736.820068359375,3732.510009765625,3736.820068359375,3736.820068359375,9019896
2022-06-22 09:52:00-04:00,3737.030029296875,3737.35009765625,3735.679931640625,3736.3701171875,3736.3701171875,3111248
2022-06-22 09:54:00-04:00,3752.260009765625,3754.52001953125,3752.25,3754.419921875,3754.419921875,21271562
2022-06-22 09:55:00-04:00,3754.639892578125,3757.409912109375,3754.639892578125,3756.820068359375,3756.820068359375,7912731
2022-06-22 09:56:00-04:00,3756.56005859375,3756.780029296875,3754.969970703125,3756.780029296875,3756.780029296875,7012806
2022-06-22 09:57:00-04:00,3756.800048828125,3759.580078125,3756.800048828125,3757.639892578125,3757.639892578125,7601045
2022-06-22 09:58:00-04:00,3757.570068359375,3757.570068359375,3754.340087890625,3755.449951171875,3755.449951171875,8052111
2022-06-22 09:59:00-04:00,3755.580078125,3755.72998046875,3750.590087890625,3750.699951171875,3750.699951171875,7612491
2022-06-22 10:00:00-04:00,3750.77001953125,3753.699951171875,3750.389892578125,3753.340087890625,3753.340087890625,7481133
2022-06-22 10:01:00-04:00,3753.300048828125,3754.070068359375,3748.8701171875,3749.7099609375,3749.7099609375,7380502
2022-06-22 10:02:00-04:00,3749.2900390625,3749.2900390625,3743.56005859375,3743.56005859375,3743.56005859375,6655711
2022-06-22 10:03:00-04:00,3743.56005859375,3747.320068359375,3743.419921875,3746.889892578125,3746.889892578125,6957075
2022-06-22 10:04:00-04:00,3747.0400390625,3748.85009765625,3745.81005859375,3748.179931640625,3748.179931640625,6381220
2022-06-22 10:05:00-04:00,3748.360107421875,3748.360107421875,3745.22998046875,3746.43994140625,3746.43994140625,6067419
2022-06-22 10:06:00-04:00,3746.580078125,3747.510009765625,3745.8701171875,3747.22998046875,3747.22998046875,5593597
2022-06-22 10:07:00-04:00,3746.93994140625,3750.429931640625,3746.93994140625,3750.18994140625,3750.18994140625,6150449
2022-06-22 10:08:00-04:00,3749.97998046875,3753.139892578125,3749.97998046875,3753.139892578125,3753.139892578125,5581847
2022-06-22 10:09:00-04:00,3753.169921875,3753.949951171875,3751.4599609375,3753.949951171875,3753.949951171875,6289011
2022-06-22 10:10:00-04:00,3754.050048828125,3754.469970703125,3753.10009765625,3753.909912109375,3753.909912109375,5463082
2022-06-22 10:11:00-04:00,3753.72998046875,3753.72998046875,3750.68994140625,3751.909912109375,3751.909912109375,6089985
2022-06-22 10:12:00-04:00,3751.97998046875,3756.510009765625,3751.4599609375,3756.2099609375,3756.2099609375,6686700
2022-06-22 10:13:00-04:00,3755.72998046875,3758.610107421875,3754.780029296875,3758.610107421875,3758.610107421875,5751460
2022-06-22 10:14:00-04:00,3759.949951171875,3763.25,3759.949951171875,3762.800048828125,3762.800048828125,7601697
2022-06-22 10:15:00-04:00,3762.510009765625,3764.39990234375,3762.340087890625,3763.93994140625,3763.93994140625,6772514
2022-06-22 10:16:00-04:00,3763.919921875,3763.919921875,3761.8798828125,3763.47998046875,3763.47998046875,6833283
2022-06-22 10:17:00-04:00,3763.52001953125,3769.639892578125,3763.320068359375,3769.639892578125,3769.639892578125,7199071
2022-06-22 10:18:00-04:00,3769.8798828125,3772.6298828125,3768.8701171875,3770.18994140625,3770.18994140625,8076492
2022-06-22 10:19:00-04:00,3770.1201171875,3773.080078125,3769.050048828125,3773.080078125,3773.080078125,6189485
2022-06-22 10:20:00-04:00,3773.10009765625,3774.6201171875,3772.330078125,3772.330078125,3772.330078125,6384698
2022-06-22 10:21:00-04:00,3772.4599609375,3772.780029296875,3771.169921875,3771.580078125,3771.580078125,5278297
2022-06-22 10:22:00-04:00,3771.56005859375,3775.030029296875,3771.550048828125,3775.030029296875,3775.030029296875,5677756
2022-06-22 10:23:00-04:00,3775.010009765625,3780.0,3775.010009765625,3780.0,3780.0,8832055
2022-06-22 10:24:00-04:00,3780.090087890625,3783.139892578125,3780.090087890625,3782.989990234375,3782.989990234375,6366363
2022-06-22 10:25:00-04:00,3782.919921875,3782.919921875,3780.97998046875,3781.4599609375,3781.4599609375,5880674
2022-06-22 10:26:00-04:00,3781.52001953125,3784.070068359375,3781.489990234375,3782.6201171875,3782.6201171875,6260926
2022-06-22 10:27:00-04:00,3782.679931640625,3783.4599609375,3782.4599609375,3783.14990234375,3783.14990234375,5110483
2022-06-22 10:28:00-04:00,3783.1298828125,3783.93994140625,3781.429931640625,3781.659912109375,3781.659912109375,6883820
2022-06-22 10:29:00-04:00,3781.6201171875,3783.419921875,3781.6201171875,3782.780029296875,3782.780029296875,5686390
2022-06-22 10:30:00-04:00,3782.8798828125,3783.7099609375,3781.510009765625,3781.85009765625,3781.85009765625,6173652
2022-06-22 10:31:00-04:00,3781.909912109375,3785.27001953125,3781.739990234375,3785.199951171875,3785.199951171875,6308176
2022-06-22 10:32:00-04:00,3785.199951171875,3788.010009765625,3784.9599609375,3786.860107421875,3786.860107421875,8109031
2022-06-22 10:33:00-04:00,3786.89990234375,3786.89990234375,3785.139892578125,3786.340087890625,3786.340087890625,5237650
2022-06-22 10:34:00-04:00,3786.3798828125,3786.81005859375,3785.389892578125,3785.389892578125,3785.389892578125,4380967
2022-06-22 10:35:00-04:00,3785.39990234375,3785.39990234375,3783.550048828125,3784.89990234375,3784.89990234375,5912409
2022-06-22 10:36:00-04:00,3785.0400390625,3789.02001953125,3784.929931640625,3788.550048828125,3788.550048828125,7198385
2022-06-22 10:37:00-04:00,3788.699951171875,3792.699951171875,3788.699951171875,3792.530029296875,3792.530029296875,6807627
2022-06-22 10:38:00-04:00,3792.56005859375,3793.93994140625,3792.3701171875,3793.7900390625,3793.7900390625,5323820
2022-06-22 10:39:00-04:00,3793.75,3793.860107421875,3791.820068359375,3793.14990234375,3793.14990234375,5575999
2022-06-22 10:40:00-04:00,3793.260009765625,3793.570068359375,3789.830078125,3790.6201171875,3790.6201171875,5563814
2022-06-22 10:41:00-04:00,3790.8798828125,3791.3798828125,3789.070068359375,3789.139892578125,3789.139892578125,5057272
2022-06-22 10:42:00-04:00,3789.25,3789.64990234375,3787.409912109375,3787.409912109375,3787.409912109375,5062646
2022-06-22 10:43:00-04:00,3787.43994140625,3789.739990234375,3787.239990234375,3788.469970703125,3788.469970703125,5974276
2022-06-22 10:44:00-04:00,3788.4599609375,3789.090087890625,3787.139892578125,3789.080078125,3789.080078125,5122739
2022-06-22 10:45:00-04:00,3788.780029296875,3789.489990234375,3788.780029296875,3789.10009765625,3789.10009765625,2760231
2022-06-22 10:47:00-04:00,3782.43994140625,3783.030029296875,3781.800048828125,3781.85009765625,3781.85009765625,13821575
2022-06-22 10:48:00-04:00,3781.81005859375,3782.81005859375,3780.590087890625,3780.590087890625,3780.590087890625,5389824
2022-06-22 10:49:00-04:00,3780.5400390625,3782.429931640625,3778.81005859375,3782.429931640625,3782.429931640625,5146066
2022-06-22 10:50:00-04:00,3782.2900390625,3784.610107421875,3781.97998046875,3783.949951171875,3783.949951171875,4338730
2022-06-22 10:51:00-04:00,3784.010009765625,3784.010009765625,3780.77001953125,3781.429931640625,3781.429931640625,4658410
2022-06-22 10:52:00-04:00,3781.699951171875,3782.719970703125,3780.929931640625,3782.719970703125,3782.719970703125,4496539
2022-06-22 10:53:00-04:00,3782.760009765625,3784.080078125,3781.830078125,3783.659912109375,3783.659912109375,4363500
2022-06-22 10:54:00-04:00,3783.75,3784.530029296875,3781.7900390625,3781.820068359375,3781.820068359375,4892886
2022-06-22 10:55:00-04:00,3781.77001953125,3781.780029296875,3780.139892578125,3781.02001953125,3781.02001953125,5101348
2022-06-22 10:56:00-04:00,3781.159912109375,3782.9599609375,3780.489990234375,3780.489990234375,3780.489990234375,5204344
2022-06-22 10:57:00-04:00,3780.3701171875,3781.2900390625,3779.3701171875,3781.199951171875,3781.199951171875,3657856
2022-06-22 10:58:00-04:00,3780.889892578125,3782.830078125,3780.72998046875,3782.830078125,3782.830078125,3696326
2022-06-22 10:59:00-04:00,3782.8701171875,3783.0,3781.6298828125,3782.43994140625,3782.43994140625,3962730
2022-06-22 11:00:00-04:00,3782.409912109375,3782.89990234375,3779.510009765625,3780.10009765625,3780.10009765625,5323542
2022-06-22 11:01:00-04:00,3780.47998046875,3780.77001953125,3772.699951171875,3773.550048828125,3773.550048828125,7490348
2022-06-22 11:02:00-04:00,3773.199951171875,3773.5400390625,3770.0,3770.550048828125,3770.550048828125,4663186
2022-06-22 11:03:00-04:00,3770.6201171875,3772.820068359375,3769.72998046875,3772.449951171875,3772.449951171875,4818147
2022-06-22 11:04:00-04:00,3772.409912109375,3773.969970703125,3772.18994140625,3773.610107421875,3773.610107421875,5912517
2022-06-22 11:05:00-04:00,3773.580078125,3774.070068359375,3769.929931640625,3770.550048828125,3770.550048828125,4786588
2022-06-22 11:06:00-04:00,3770.429931640625,3773.8798828125,3770.429931640625,3773.8798828125,3773.8798828125,5876131
2022-06-22 11:07:00-04:00,3773.929931640625,3775.909912109375,3773.550048828125,3775.489990234375,3775.489990234375,4242887
2022-06-22 11:08:00-04:00,3775.5,3775.739990234375,3774.580078125,3774.659912109375,3774.659912109375,3848289
2022-06-22 11:09:00-04:00,3774.489990234375,3776.0,3774.1201171875,3776.0,3776.0,4011051
2022-06-22 11:10:00-04:00,3776.02001953125,3776.860107421875,3775.0,3775.169921875,3775.169921875,4290915
2022-06-22 11:11:00-04:00,3775.010009765625,3775.6298828125,3774.449951171875,3775.409912109375,3775.409912109375,3599101
2022-06-22 11:12:00-04:00,3775.510009765625,3775.97998046875,3774.780029296875,3775.219970703125,3775.219970703125,3951668
2022-06-22 11:13:00-04:00,3775.219970703125,3777.449951171875,3773.919921875,3776.919921875,3776.919921875,4896548
2022-06-22 11:14:00-04:00,3776.780029296875,3777.25,3774.60009765625,3774.77001953125,3774.77001953125,3943448
2022-06-22 11:15:00-04:00,3774.669921875,3778.199951171875,3774.43994140625,3778.06005859375,3778.06005859375,4646738
2022-06-22 11:16:00-04:00,3778.949951171875,3778.949951171875,3777.449951171875,3777.469970703125,3777.469970703125,6153994
2022-06-22 11:17:00-04:00,3777.489990234375,3779.760009765625,3777.18994140625,3779.669921875,3779.669921875,4765807
2022-06-22 11:18:00-04:00,3779.9599609375,3780.0400390625,3777.139892578125,3778.530029296875,3778.530029296875,4417025
2022-06-22 11:19:00-04:00,3778.6298828125,3782.5400390625,3778.6298828125,3781.25,3781.25,5266092
2022-06-22 11:20:00-04:00,3781.590087890625,3781.590087890625,3778.89990234375,3778.89990234375,3778.89990234375,3769014
2022-06-22 11:21:00-04:00,3778.840087890625,3778.840087890625,3776.81005859375,3777.31005859375,3777.31005859375,4431197
2022-06-22 11:22:00-04:00,3777.2099609375,3779.02001953125,3776.85009765625,3778.6298828125,3778.6298828125,3383485
2022-06-22 11:23:00-04:00,3779.14990234375,3780.449951171875,3778.739990234375,3780.320068359375,3780.320068359375,3916630
2022-06-22 11:24:00-04:00,3780.300048828125,3781.43994140625,3779.89990234375,3779.93994140625,3779.93994140625,3759529
2022-06-22 11:25:00-04:00,3779.909912109375,3781.889892578125,3779.110107421875,3781.56005859375,3781.56005859375,4889330
2022-06-22 11:26:00-04:00,3781.580078125,3783.669921875,3780.52001953125,3783.56005859375,3783.56005859375,4826510
2022-06-22 11:27:00-04:00,3783.340087890625,3784.010009765625,3782.5,3782.5,3782.5,3836500
2022-06-22 11:28:00-04:00,3782.47998046875,3783.0,3781.75,3782.0,3782.0,3609362
2022-06-22 11:29:00-04:00,3782.050048828125,3782.9599609375,3781.5400390625,3781.5400390625,3781.5400390625,4795941
2022-06-22 11:30:00-04:00,3781.530029296875,3784.2900390625,3781.35009765625,3783.780029296875,3783.780029296875,4229370
2022-06-22 11:31:00-04:00,3784.0,3787.0,3784.0,3786.699951171875,3786.699951171875,4893869
2022-06-22 11:32:00-04:00,3786.780029296875,3789.570068359375,3786.27001953125,3789.570068359375,3789.570068359375,5369409
2022-06-22 11:33:00-04:00,3789.5400390625,3790.800048828125,3789.280029296875,3790.4599609375,3790.4599609375,4316910
2022-06-22 11:34:00-04:00,3790.52001953125,3790.52001953125,3786.840087890625,3786.840087890625,3786.840087890625,4514911
2022-06-22 11:35:00-04:00,3786.739990234375,3787.340087890625,3786.52001953125,3786.7900390625,3786.7900390625,4208701
2022-06-22 11:36:00-04:00,3786.699951171875,3787.93994140625,3786.5400390625,3786.760009765625,3786.760009765625,4514600
2022-06-22 11:37:00-04:00,3786.72998046875,3787.050048828125,3785.919921875,3786.860107421875,3786.860107421875,3558637
2022-06-22 11:38:00-04:00,3786.909912109375,3787.1298828125,3785.909912109375,3786.010009765625,3786.010009765625,3409225
2022-06-22 11:39:00-04:00,3786.219970703125,3787.1201171875,3785.780029296875,3787.0400390625,3787.0400390625,3047616
2022-06-22 11:40:00-04:00,3787.050048828125,3787.27001953125,3784.3798828125,3784.429931640625,3784.429931640625,4437138
